,classes,0,1,2,3
0.8589356541633606,0.0,53.90896987915039,649.2107543945312,203.88548278808594,739.0743408203125
0.8436194658279419,0.0,130.66644287109375,218.40438842773438,257.0871276855469,334.4864807128906
0.8282183408737183,0.0,452.02447509765625,806.9368286132812,612.4685668945312,919.6007080078125
0.8275824785232544,0.0,841.06884765625,544.1119995117188,925.5661010742188,641.9133911132812
0.7268767356872559,0.0,332.61541748046875,524.9727783203125,444.5976867675781,672.4406127929688
0.6806161403656006,0.0,620.9690551757812,857.5873413085938,743.23193359375,921.4223022460938
0.676344633102417,0.0,735.3524169921875,843.285400390625,798.6868896484375,881.062744140625
0.6580063700675964,0.0,22.70848274230957,369.4125671386719,185.86195373535156,429.3149719238281
0.6312910914421082,0.0,612.9212036132812,729.2996826171875,783.0166625976562,853.7998657226562
0.6156736016273499,0.0,839.4939575195312,444.0832214355469,931.251953125,490.30487060546875
0.6082208156585693,0.0,549.761962890625,895.308349609375,611.4983520507812,997.1185913085938
0.5769290328025818,0.0,142.1094512939453,47.423789978027344,315.5285339355469,145.85897827148438
0.5193244814872742,1.0,838.7882690429688,443.8797912597656,931.0537719726562,489.0744323730469
0.5090891718864441,1.0,20.415782928466797,369.1965637207031,187.7781982421875,429.86187744140625
