,classes,0,1,2,3
0.8852156400680542,1.0,424.9103088378906,203.13990783691406,646.3443603515625,300.56439208984375
0.86497962474823,1.0,656.1597290039062,608.0332641601562,822.3512573242188,769.5206909179688
0.8547440767288208,0.0,728.9169921875,200.73239135742188,875.0907592773438,347.271728515625
0.8376734256744385,0.0,554.8247680664062,64.46947479248047,633.7600708007812,205.83262634277344
0.8375362157821655,2.0,285.6905822753906,783.0126342773438,367.3368835449219,816.3352661132812
0.8256510496139526,0.0,627.2748413085938,162.35134887695312,812.9229125976562,287.7273254394531
0.8155527710914612,0.0,719.487060546875,457.5209045410156,837.5806274414062,594.4035034179688
0.793622612953186,0.0,876.4273071289062,215.81117248535156,989.8157958984375,251.23646545410156
0.7889989614486694,0.0,0.0,732.193603515625,110.36351013183594,815.4423217773438
0.7226066589355469,0.0,953.6005249023438,849.8631591796875,1006.905029296875,912.2446899414062
0.6747366786003113,2.0,104.9135513305664,647.7164916992188,193.17172241210938,709.45361328125
0.6559372544288635,1.0,463.3134765625,116.85503387451172,555.5873413085938,165.7002716064453
0.5060185194015503,0.0,996.4751586914062,726.0860595703125,1031.4012451171875,816.9608154296875
