,classes,0,1,2,3
0.8833479881286621,0.0,270.6369323730469,372.62969970703125,410.3718566894531,550.348876953125
0.8650205135345459,1.0,681.5579223632812,760.2251586914062,822.364501953125,863.7101440429688
0.8521395921707153,0.0,923.8903198242188,544.22119140625,982.0234375,617.216064453125
0.8495033979415894,0.0,343.795654296875,452.2919616699219,515.9306030273438,566.9719848632812
0.817804217338562,0.0,467.6278381347656,258.26348876953125,555.4752807617188,370.3089294433594
0.8135849237442017,0.0,518.168701171875,234.42259216308594,587.2821044921875,382.3424072265625
0.7927442789077759,1.0,905.3014526367188,654.5501708984375,976.5712890625,780.5073852539062
0.7902607321739197,0.0,658.68798828125,843.7511596679688,785.1075439453125,958.057861328125
0.7460383772850037,0.0,123.20338439941406,788.3093872070312,185.152099609375,819.1638793945312
0.7412222623825073,0.0,688.3104248046875,54.14830780029297,766.8233032226562,122.12590789794922
0.7197005748748779,0.0,0.0,647.2487182617188,78.18540954589844,707.927734375
0.6945639848709106,1.0,843.4561767578125,549.29248046875,961.198974609375,660.9664916992188
0.5605877637863159,0.0,727.279296875,877.9017333984375,789.1998901367188,932.5014038085938
0.548020601272583,2.0,616.1990356445312,569.5367431640625,783.5573120117188,609.5107421875
